ID,Title,Bias
59995,Democrats target HHS nominees health industry stock trades,Right
61580,McConnell: No Lynch vote unless Democrats relent on bill,Right
61757,"Rep. King: U.S. Jews are Democrats first, Jewish second",Left
61853,Can this Democrat really beat Hillary Clinton?,Left
63047,Democratic Rep. Kirkpatrick to challenge John McCain,Left
63262,Obamacare ruling a time bomb for Democrats,Right
63353,Democratic candidates: The more the merrier,Left
63401,Democrats fret unions pressure tactics on trade,Neutral
63680,Lame duck: Democrats clip Obamas wings,Right
64516,Democrats hone name-free Clinton attacks,Right
64579,Democrats block debate on highway bill,Right
64807,White House sees Democrats lining up on Iran,Right
64808,CNN to host first Democratic presidential debate,Left
64830,Judge blocks North Carolina law meant to limit incoming Democratic governors power,Left
64956,Mitch McConnell: Democrats should grow up and consider Trump nominees,Right
64957,Obama: I take some responsibility for massive Democratic losses during my presidency,Right
65018,Democrats just launched a campaign to fix one of their biggest problems during the Obama era,Right
65031,Democrats let FBI Director James Comey have it during tense closed-door meeting on Russian hacking,Left
65148,David Clarke tells DeploraBall crowd the only time hed reach across the aisle to Democrats is to grab one of them by the throat,Right
65179,"Our exclusive with Colorados colorful, rising-star governor, the man some Davos elites say could lead Democrats in 2020",Left
65212,Democrats introduce bill to curb Trumps ability to launch a nuclear strike,Right
65228,A high-profile Democratic congresswoman says she met with Assad on her secret trip to Syria,Right
65338,Heres the letter Democrats just sent urging an investigation into Michael Flynns ties to Russia Today,Left
65344,Mark Cuban digs in on combating Trump and tells Democrats they are blowing it,Right
65422,Democrats arent worried about a GOP congressmans bill to abolish the EPA,Left
65558,DEMOCRATS: Trumps Russia controversy is already bigger than Watergate,Left
65669,The fight for the future of the Democratic Party is about to reach a critical point,Right
65688,Top Democratic senator on investigating Trumps ties to Russia: This is a long way from over,Left
65701,Top Democratic senator on Russia investigation: This may very well be the most important thing I do in my public life,Left
65722,TOP DEMOCRATIC SENATOR: The party has to do these 3 things to start winning again,Left
65739,Democrats pick to respond to Trumps speech was selected for one huge reason,Left
66058,Democratic congressman asks James Comey to conduct real-time fact-check of Trump tweet during hearing,Left
66085,A body blow to the investigation: Democrats slam GOP investigator over disclosure of Trump wiretap claims,Left
66162,Top Democrat on the House Intel Committee: Devin Nunes should recuse himself from Trump-Russia probe,Left
66164,Unfit to lead: Democratic members of the House Intelligence Committee start to turn on Devin Nunes,Right
66173,Former Republican House majority leader says its a ‘rookie mistake for Trump to work with Democrats,Right
66180,Republican leaders have diverging views on whether or not Democrats should celebrate the Trumpcare flameout,Left
66181,The Democratic National Committee just asked all its staffers to resign,Right
66183,Top Democrat on Senate Intel Committee: Sally Yates is an individual that were going to want to talk to,Left
66189,Trump realizes he shouldnt have written Democrats off — but hes already screwed himself,Left
66226,Top Democrat on House Intel committee says he saw the documents at the center of an uproar in the Trump investigation,Right
66257,Another Democratic senator in a red state says hell block Trumps Supreme Court nominee,Right
66260,Why all the subterfuge?: Top Democrat says Trumps dismissal of the Russia investigation should set off alarm bells,Left
66295,Top Democrat: Multiple Trump associates will probably go to jail,Left
66480,Trump is playing a dangerous game of chicken with Democrats that could cause healthcare costs to skyrocket,Left
66562,It looks like House Democrats just won a big victory in the Trump-Russia investigation,Left
66563,"Trumps budget director floats a deal with Democrats on the wall and Obamacare, and theyre not having it",Right
66853,This is Nixonian: Democratic lawmakers are comparing the FBI directors firing to the Saturday Night Massacre,Left
66930,Top Democrats say they wont vote on a new FBI director until a special prosecutor is appointed,Left
67035,Top Democrat: Documents show Flynn lied to investigators about Russia connections,Left
67071,What a disgrace: Senate Democrats blast GOP healthcare bill after latest CBO score,Left
67177,More than 40 House Democrats want Jared Kushners security clearance revoked,Left
67199,Call his bluff: Mark Cuban tells Democrats how to punch back after Trump pulls out of Paris climate deal,Left
67221,Devin Nunes approved requests for unmaskings — and now Democrats say hes gone rogue,Right
67364,Senate Republicans and Democrats agree on new sanctions against Russia,Neutral
67382,Ralph Northam wins Democratic primary for Virginia governor in closely watched race,Left
67414,House Democrats frustrated by Trumps national-security policies have launched a task force,Neutral
67710,Democratic campaign erupts into firefight after Bernie Sanders ad criticizes Hillary Clinton on Wall Street,Right
67766,Democrats are bracing for a nasty debate between Hillary Clinton and Bernie Sanders,Left
68537,Michigan governor live-tweets Democrats Flint debate as candidates demand his resignation over water crisis,Left
68581,LIVE: The big Democratic debate!,Neutral
69143,Hillary Clinton gets booed at Democratic debate after being confronted over Wall Street transcripts,Right
69194,How a major Democratic group is deploying celebrities to shape the 2016 race,Left
69949,Bernie Sanders wants to remind you hes taking his Democratic primary fight to the convention,Left
69967,Hillary Clinton wins Puerto Rico Democratic presidential primary,Left
70076,Ted Cruz delivers strong message to Democrats who are loud champions of the gay and lesbian community,Left
70097,It makes even more sense today: Senate Democrats are reviving a controversial bill after the Orlando massacre,Left
70523,Donald Trump might pick a Democratic retired general as his running mate,Neutral
70622,Obama delivered a clear signal of support for Turkeys democratically elected government,Left
70760,DNC Chair Debbie Wasserman Schultz will resign after the Democratic convention,Neutral
70777,A darned shame: Democrats hoped one thing would be the key toward unity — but many Bernie supporters arent buying it,Left
70808,Hillary Clinton formally accepts Democratic nomination for president and trains her fire on Donald Trump,Left
70809,Democrats message: Were the only party left for grown-ups,Left
70827,The Clinton campaigns computer network was hacked in the wider cyber attack against Democratic organizations,Left
70840,Donald Trump accuses Democrats of trying to rig upcoming debates with Hillary Clinton,Left
70842,Democrats are now the party of optimism,Left
70846,Republicans and Democrats are both using the same argument to gin up enthusiasm among jaded voters,Neutral
71005,Prominent Democrats are saying Donald Trump leveled an assassination threat at Hillary Clinton,Left
71066,The Russian cyberattack on the Democratic Party is getting ugly,Right
71266,A college professor wrote a biting explanation for why so many professors are Democrats,Left
71276,The Democrats are failing Obamacare,Right
71323,Debbie Wasserman Schultz wins Florida Democratic nod in House race,Neutral
72080,Why I left the Republican Party to become a Democrat,Left
72106,"Undercover videos lead to Democratic operatives firing, force another to distance himself from DNC",Right
72159,Curt Schilling surprises Jake Tapper by asking if he can explain why Jews support Democrats,Right
72267,Top Democrat: The FBI helped Trump with its email announcement,Left
72317,Democrats are trolling a top gubernatorial candidate for claiming he doesnt know who the Koch brothers are,Right
72392,BILL MAHER: Democrats made a big mistake when we cried wolf on other Republicans,Right
72466,Trumps win has shattered the Democratic Party,Right
72468,Why is Trump making nice with Democrats? A theory,Left
72569,Trump and his family have donated thousands to the man whos now the most powerful Democrat in Washington,Right
72570,We need to create America 2.0: Nancy Pelosi gets challenger for Democratic leadership position,Right
72715,Barack Obama could run for Congress in 2018 — and he might be the Democrats best hope,Left
72744,"Robert Wolf, Democratic fundraiser and Obamas top Wall Street adviser, joins Fox as contributor",Right
72799,Photo from the day before the election shows just how sure Democrats were Clinton would win,Left
72803,Democratic senator says Trumps major pivots in foreign policy are how wars start,Left
72869,Democrats have no good outcomes if they try to oppose Mattis for Defense Secretary,Right
72986,POLL: Joe Biden is the early 2020 Democratic frontrunner,Left
73001,"North Carolina Republicans just announced a surprise, last-minute lawmaking session, and Democrats are freaking out",Right
73033,Coup in North Carolina: GOP governor signs first of several bills to gut his Democratic successors power,Left
73060,Republican and Democratic senators uniting to call for a probe into Russia influencing the US election,Neutral
73140,Trump on Putins criticism of Hillary Clinton and Democrats: So true!,Right
73142,Democrats scorch Obama over UN vote condemning Israeli settlements,Right
73154,Democrats think Trump won on economic issues — but exit polls offer a more complicated story,Left
73310,The Ideological Reasons Why Democrats Have Neglected Local Politics,Right
id,title,Neutral
17283,House Republicans Fret About Winning Their Health Care Suit,Left
17311,Republicans Stonewalled Obama. Now the Ball Is in Their Court.,Left
17330,"House Republicans, Under Fire, Back Down on Gutting Ethics Office",Left
17331,"Republican Party, Megyn Kelly, Titanic: Your Wednesday Briefing",Neutral
17332,Turmoil Overshadows First Day of Republican-Controlled Congress,Left
17349,Senate Republicans Open Fight Over Obama Health Law,Right
17352,"In Republicans Ethics Office Gambit, a Spectacle of Tweets and Retreats",Left
17390,Republicans 4-Step Plan to Repeal the Affordable Care Act,Left
17522,"Republicans, Facing Pressure, Delay Hearings for 4 Trump Cabinet Nominees",Left
17569,Eric Holder to Lead Democrats Attack on Republican Gerrymandering,Left
17717,Fear Spurs Support for Health Law as Republicans Work to Repeal It,Left
17742,Republican Men Say Its a Better Time to Be a Woman Than a Man,Left
17969,Republicans Now Marching With Trump on Ideas They Had Opposed,Left
18016,"Google, in Post-Obama Era, Aggressively Woos Republicans",Left
18209,Republicans Move to Block Rule on Coal Mining Near Streams,Left
18830,Key Republican in Health Laws Fate Hails From a State That Embraced It,Left
18892,"Desperate for Presidential Leadership, Republicans Find Little",Left
18953,"Across the Country, a Republican Push to Rein In Protesters",Left
19038,House Republicans Unveil Plan to Replace Health Law,Neutral
19069,Why Even Some Republicans Are Rejecting the Replacement Bill,Left
19072,"Republican Party, Central Intelligence Agency: Your Tuesday Evening Briefing",Neutral
19131,Why Republicans Are Battling Republicans on Obamacare Repeal,Left
19133,"Republican Party, C.I.A., Syria: Your Thursday Evening Briefing",Neutral
19166,"Republican Party, ‘Kong: Skull Island: Your Friday Evening Briefing",Neutral
19222,"Donald Trump, Republican Party, Daylight Saving: Your Weekend Briefing",Neutral
19293,"Republicans, Syria, Geert Wilders: Your Wednesday Evening Briefing",Neutral
19295,"Openly Testy, Republicans Reject the Presidents Wiretap Claims",Left
19323,"Republicans, Wilders, Tillerson: Your Thursday Evening Briefing",Neutral
19347,Republicans Start Lining Up to Fight for the N.E.A. and N.E.H.,Right
19459,Trump Warns House Republicans: Repeal Health Law or Lose Your Seats,Left
19487,Leaders Struggle to Unite House Republicans Behind Health Bill,Left
19519,"Gorsuch, London, Republican Party: Your Thursday Evening Briefing",Neutral
19541,"Republicans Land a Punch on Health Care, to Their Own Face",Left
19594,"Dealt a Defeat, Republicans Set Their Sights on Major Tax Cuts",Left
19647,"Repeal of Affordable Care Act Is Back on Agenda, Republicans Say",Left
19846,Republican Health Proposal Would Undermine Coverage for Pre-existing Conditions,Left
19882,"As Latest Health Plan Dies, Republicans Cant Agree on a Culprit",Left
19909,Senate Republicans Deploy ‘Nuclear Option to Clear Path for Gorsuch,Left
20074,"Suburban G.O.P. Voters Sour on Party, Raising Republican Fears for 2018",Left
20075,A Republican Wins in Kansas. Its Still a Loss for the G.O.P.,Left
20180,"With Uncertainty at Top of Ticket, Republicans Back Off in Some States",Left
20244,"Wary of Trump Effect, Republicans Hope for Split Tickets",Neutral
20252,"Run on a Ticket With Donald Trump? No, Thanks, Many Republicans Say",Left
20292,"With Donald Trump in Charge, Republicans Have a Day of Reckoning",Left
20300,Republican Party Unravels Over Donald Trumps Takeover,Left
20361,"Republicans Want Their Party to Unify Behind Donald Trump, Poll Shows",Left
20580,"Republicans, Who Warned of Dithering on Ebola, Now Hesitate on Zika",Left
20600,The 5 Types of Trump-Averse Republicans,Left
20669,House Democrats Gun-Control Sit-In Turns Into Chaotic Showdown With Republicans,Neutral
20736,House Democrats Release Benghazi Report to Blunt Republican Inquiry,Left
20828,"On Hillary Clintons Rough Day, Republicans Rue Missed Chance",Left
20890,"Dallas, Republican Party, Britain: Your Monday Evening Briefing",Neutral
20894,Republicans Begin Hashing Out Details of Convention Platform,Right
20982,"Republican Convention, Baton Rouge, Turkey: Your Monday Evening Briefing",Neutral
20996,"Republican Convention, Hillary Clinton, Roger Ailes: Your Tuesday Evening Briefing",Neutral
21002,Mike Pences Journey: Catholic Democrat to Evangelical Republican,Left
21004,Police and Protesters Clash Over Flag Burning at Republican Convention,Neutral
21100,Obama Says Republicans Should Withdraw Support for Trump,Left
21117,How Donald Trump and President Obama Put Republicans in a Bind,Neutral
21181,"Evan McMullin, Anti-Trump Republican, Mounts Independent Presidential Bid",Left
21337,Republicans Running for Congress Struggle With an ‘Albatross,Left
21823,"College Republicans, Once ‘the Best Party on Campus, Endure Taunts Over Trump",Right
21904,"Democrats Rake In Money, Thanks to Suit by Republicans",Left
22055,Split Over Donald Trump Threatens to Tilt Republican States,Left
22134,"Showing Confidence, Hillary Clinton Pushes Into Republican Strongholds",Left
22137,"Trump, Mosul, Republican Party: Your Monday Evening Briefing",Neutral
22266,"Donald Trump, Republican Party, Marijuana: Your Wednesday Evening Briefing",Neutral
22304,Republicans Expand Control in a Deeply Divided Nation,Right
22349,Congressional Republicans Project Unity While Democrats Scramble,Right
22445,Judges Find Wisconsin Redistricting Unfairly Favored Republicans,Left
22506,Republicans Divided Between Romney and Giuliani for Secretary of State,Neutral
22782,Trump Lines Up Establishment Republicans to Vouch for Rex Tillerson,Left
23187,A Republican Congresswoman Has Personal Stake in Transgender Debate,Left
23243,‘I Can Watch It on TV: Excuses for Republicans Skipping a Donald Trump Convention,Right
23566,"Republican Convention, Turkey, Garry Marshall: Your Wednesday Evening Briefing",Neutral
23947,Gary Johnsons ‘What Is Aleppo Flub Amplifies Skepticism of Republicans,Left
24190,Why Republicans Are Probably Stuck With Donald Trump,Left
24214,Donald Trump Berates Paul Ryan and ‘Disloyal Republicans,Left
24241,House Republicans in Close Races Worry Trumps Problems May Hurt Them,Left
24668,"For Republican Russia Hawks, a Dilemma Named Rex Tillerson",Left
25070,Republican Convention Night 3: What You Missed,Neutral
25390,Donald Trump Vows Retaliation as Republicans Abandon Him,Right
25551,Trumps Next Battle: Keeping These Republican Senators Happy,Left
25843,Republican Convention Night 4: What You Missed,Neutral
25911,Democrats Step Up Pursuit of House Republicans Left Limping by Donald Trump,Left
26216,"Gun Control Wall, Bolstered by Republicans, Shows a Crack",Left
26424,"From Links to Lucifer to Calls for Execution, Republicans Seethe at Hillary Clinton",Left
26595,Republican Walks Out on Reporter Who Urged Non-Residents at Local Town Hall - Breitbart,Right
26648,Rush Limbaugh on Obamacare 2.0: Why Do the Republicans Want to Hurt Trumps Base? - Breitbart,Right
26663,The New Yorker: ‘How Steve Bannon Conquered CPAC and the Republican Party,Left
26721,Yale College Republicans Hold Barbecue Next to Union Hunger Strike - Breitbart,Right
26840,Chris McDaniel Blasts Republican Surrender Caucus Over Obamacare Bill,Left
26848,"UK in Front Seat for US Trade Deal, Top Republicans Confirm",Neutral
26885,Senate Republicans Weigh Options to Lower Health Insurance Premiums - Breitbart,Right
26914,"Trump Invites Republican Congressional Leaders to White House for Healthcare, Tax Reform, Overseas Trip Discussions",Right
26953,Delingpole: Top Physicist and Leading Republicans Urge Trump to Quit Paris Climate Agreement,Right
26970,Gingrich: Freedom Caucus Saved House Republicans From Destructive Vote - Breitbart,Right
27142,Pence Pushes Paul Ryans Obamacare Bill on Capitol Hill as House Republicans Push Back - Breitbart,Right
27316,"Democrat Responds to Trump Speech, Calls Himself Proud Republican - Breitbart",Right
27387,Dem: Charge Republican Who Took Down Anti-Cop Painting - Breitbart,Left
27551,"UC Davis Lied To Us, Say College Republicans, Forcing Us to Cancel MILO Event - Breitbart",Right
27676,College Republicans Lawyer Suggests Deploying National Guard If Mayor of Berkeley Cannot Maintain Order - Breitbart,Right
27698,"College Republicans, YAF Sue Berkeley over Ann Coulter Event - Breitbart",Right
27869,Lawyer for Berkeley Republicans in Coulter Case Slams ACLU for Absence - Breitbart,Neutral
27955,Obamacare Repeal Stalled by Moderate Republican Opposition - Breitbart,Right
27964,Feinstein: Im Worried What 13 White Republican Men Will Do to Health Care - Breitbart,Left
28009,WashPost: Never Trump Republicans Complain About Never Getting a Job at the New White House - Breitbart,Right
28044,"Kasich: Extreme Republicans, Democrats Ought to Be Marginalized - Breitbart",Neutral
28105,Parent Activists Outraged as West Virginia Republicans Amend Their Own Bill to Replace Common Core - Breitbart,Neutral
28208,Republican Senators Bill to Defund UN Over Anti-Israel Resolution,Neutral
28331,Republican Backed Jerry Browns Gas Tax for $400 Million Pork Project - Breitbart,Right
28371,"Rep. Mo Brooks: ‘Obamacare 2.0 Is a ‘Republican Welfare Program, the Worst Bill Ive Ever Faced",Right
28618,Republicans Clash Over Obamacare Taxes - Breitbart,Right
28649,Republican Study Committee Joins GOP House Leadership Supporting RyanCare Against House Conservatives - Breitbart,Neutral
28655,Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,Right
28661,PINKERTON: How Republicans Should Address the Hostile Obamacare Town Halls,Left
28663,Pennsylvania Republicans Push Bill to Make Gun Owners a Protected Class,Right
28757,"Watch: Hugh Laurie Rips Republicans, Trump At Golden Globes",Left
28764,Big Government Republicans Rebuke Trump Budget - Breitbart,Right
28941,Priebus: The Republican Party ‘Will Be Rewarded for Fixing Health Care - Breitbart,Right
28961,Republican Party Targets Four California Democrats in 2018 - Breitbart,Neutral
28992,Donald Trump Mocks Resist Democrats at Obamacare Meeting with Senate Republicans,Left
29034,Judicial Watch: House Republicans ‘Trying to Destroy Office of Congressional Ethics - Breitbart,Left
29050,"Republicans Facing Violence, Death Threats From Left-Wing Activists",Right
29103,"Ann Coulter: A Health Care Plan so Simple, Even a Republican Can Understand! - Breitbart",Left
29106,House Republicans Close to an Obamacare Repeal Deal - Breitbart,Right
29313,House Republicans Humiliated Reverse Plans to Gut House Ethics Oversight - Breitbart,Right
29315,"Bernie Sanders: Extraordinary That Trump Took On Democrat, Republican, and Media Establishment",Right
29392,"Dems Win Congressional Baseball Game, Give Trophy to Republican Steve Scalise - Breitbart",Right
29600,"Mike Pence: ‘We Need Every Republican in Congress, Every American for Healthcare ‘Battle",Right
29824,Survey of Viewership in Swing State Market Shows Republicans Abandoning ESPN in Droves - Breitbart,Right
29930,"Exclusive — New Web Ad Targets Paul Ryans Obamacare 2.0, Questions If Republicans Will Keep Promise to Repeal - Breitbart",Right
29971,House Republican Leaders Fear Evan McMullin May Have Spied on Them - Breitbart,Right
30117,Republicans Complain Planned Parenthood Defunding Provision Endangering Obamacare Repeal - Breitbart,Right
30342,"Jerusalem Unity Day: Republicans, Democrats Join Forces To Celebrate Israels Eternal Capital - Breitbart",Neutral
30384,Poll: 21% of American Voters Approve of Republican Healthcare Plan,Left
30453,California Dems vs. Congressional Republicans over Endangered Species Act - Breitbart,Neutral
30460,Homeschoolers Revolt Against Republican School Choice Bill - Breitbart,Left
30596,Pelosi: Republicans Should Tell Trump Hes Bringing Dishonor to the Presidency - Breitbart,Left
30625,Sanders: My Republican Colleagues Are Cowardly - Breitbart,Left
30706,Republican Hindu Coalition Founder: Steve Bannon An Absolutely Great Guy,Right
30722,"Pelosi: When Republicans Voted For Trump, It Was Like Any Mammal Will Do - Breitbart",Left
30804,"Frank Luntz: Obama on a FU Tour, Trying to Settle Scores With Republicans - Breitbart",Left
30891,"GOP Sen Cotton: If Dems Filibuster, Republicans Will Do What We Must to Confirm Gorsuch - Breitbart",Right
30917,"Bill Kristol Backs Deep State over President Trump, Republican Government - Breitbart",Right
30975,Republican Leadership Considers Removing Premium Surcharge Mandate in Healthcare Replacement Bill - Breitbart,Right
30981,House Republicans Unveil Bullet Points for Obamacare Repeal - Breitbart,Right
31066,RESIST!: Democrats Turn Ideas Conference into Republican Hatefest,Right
31069,"Caitlyn Jenner: Harder to Come Out as Trans Than as Republican, Lot of Pressure to be a Single-Issue Voter - Breitbart",Right
31140,"Berkeley College Republicans, YAF Threaten Legal Action over Ann Coulter Berkeley Event - Breitbart",Neutral
31159,Joy Behar: Republican Party Enabling Trumps Mental Illness on a Daily Basis - Breitbart,Left
31168,Republican Senate Hawks Praise Donald Trump for Bombing Syria,Right
31184,Election Eve Poll in Georgias Sixth Congressional District: Republican Handel Leads by 2 - Breitbart,Right
31220,University of Georgia Socialist Group Under Police Investigation After Calling for Beheading Republicans - Breitbart,Left
31255,Tancredo: Have Congressional Republican Leaders Joined the Resistance?  - Breitbart,Neutral
31378,Coulter on Berkeley Speech Cancellation and Trump Wall Funding: Can Republicans Ever Win Now? - Breitbart,Right
31579,Eureka! Every California Republican Votes to Replace Obamacare - Breitbart,Right
31649,WATCH: College Republicans Lawyer Eviscerates UC Berkeley In Press Conference - Breitbart,Right
31787,"Pelosi on Shooting: On Days Like Today, There are no Democrats or Republicans - Breitbart",Neutral
31963,Pat Caddell Grades First 100 Days: Donald Trump C+ Dems F Republicans F-,Neutral
32017,Dems Taunt Republicans with ‘Na Na Na Na Chant After Passage of Revised American Health Care Act - Breitbart,Right
32076,Dem Strategist James Devine Launches Hashtag #HuntRepublicanCongressmen After Steve Scalise Shooting,Right
32122,MLB Commissioner Manfred Issues Statement on Republican Baseball Practice Shooting - Breitbart,Right
32135,Report: Alexandria Attacker Carried List of Republicans Marked for Assassination - Breitbart,Right
32200,Paul Ryan: House Republicans Might Force Donald Trump to Work With Democrats on Health Care,Right
32296,Graham Calls Republicans Celebrating Russian Interference a Political Hack - Youre Not a Patriot - Breitbart,Right
32329,Virgil: ‘Getting There Firstest with the Mostest -- How Republicans Can Stop Losing and Start Winning on Healthcare Reform,Right
32399,Washington Posts Chief Correspondent Trolls Republicans to Turn on President Trump,Left
32419,36 Top State Republican Party Attorneys Sign Letter Supporting Judge Neil Gorsuch for SCOTUS - Breitbart,Right
32579,Senate Republicans Face Increasing Pressure to Pass Health Care Reform Before August Recess - Breitbart,Right
32661,Exclusive—Regnery: Anti-Trump Democrats Best Allies Are Senate Republicans - Breitbart,Left
32699,Republican National Committee Raises Record $41.5 Million in 2017,Right
32925,**Georgia Special Election Livewire** Democrat Ossoff Versus Republican Handel - Breitbart,Right
32965,Police Investigate After Fullerton Lecturer Allegedly Assaults College Republican - Breitbart,Right
32987,Dartmouth Survey: Liberal Students Would Be Uncomfortable Living with a Republican - Breitbart,Left
33030,Tancredo on Sessions Flap: Democrats Ferocious Malevolence Matched by Congressional Republicans Cowardice - Breitbart,Right
33315,Senate Republicans Hope to Question Loretta Lynch on Conduct in Clinton Email Case,Right
33358,"College Republicans, YAF Demand Ann Coulter Berkeley Event Follow Original Schedule - Breitbart",Right
33381,"WWE Wrestler Glenn Jacobs, Aka Kane, Will Run as Republican for County Mayor in Tennessee - Breitbart",Right
33439,Boehner: Republicans Wont Pass Obamacares Repeal and Replace - Breitbart,Right
33533,Nancy Pelosi: Republicans Being Sanctimonious About Colleague Getting Shot by Partisan - Breitbart,Right
33596,Rubio: Any of the 16 Republicans Who Ran For President Would Have Nominated Gorsuch - Breitbart,Right
33862,Sen. Tom Cotton to House Republicans: ‘Start Over on Health Care,Neutral
34059,Report: James T. Hodgkinson Belonged to Terminate the Republican Party Facebook Group,Neutral
34101,Schumer: Trumps Border Wall Wont Get the Votes on Either the Democratic or Republican Side - Breitbart,Right
34127,Repeal and Repent! Jerry Brown Demands Republican Penance on Obamacare - Breitbart,Right
34182,Schumer: Obamacare Exchanges Are Having Problems Because of Trump and Republicans - Breitbart,Right
34233,Republican Senator: Honor D-Day Vets by Voting,Right
34475,DePaul College Republicans: We Want Our Money Back Too - Breitbart,Right
34533,"Trump, Cruz, Kasich ALL Back Down From RNC Pledge To Support Republican Candidate Regardless Of Who It Is - Breitbart",Right
34561,Schumer: Republicans Are Plotting a War on Seniors Next Year - Breitbart,Left
34639,Cillizza﻿: Obama The Greatest Thing That Happened to the Republican Party - Breitbart,Right
34667,Romney Gathers #NeverTrump Republicans At Utah Conclave - Breitbart,Left
34725,The Blazes Loesch: Donald Trump ‘Is Basically the White Republican Barack Obama - Breitbart,Right
34741,Ted Cruz Booed as He Tells Republicans: Vote Your Conscience,Left
34874,Poll: Republican Voters Ready to Stand by Trump Despite Lewd Comments Video - Breitbart,Right
34892,"Yes, Republican Jews Support Donald Trump - Breitbart",Right
34943,Marco Rubio Defies Republican Primary History: ‘Theres Never Been a Race Like This - Breitbart,Right
35010,Ann Coulter to Milo: The Republican Party Is Full of Pussies - Breitbart,Left
35088,Senate Judiciary Committee Republicans Vow: No Hearings on Supreme Court Nominee - Breitbart,Neutral
35089,Newt Gingrich Goes for VP: I Endorse Trump ... I Want to Work Very Hard for the Republican Nominee - Breitbart,Right
35130,Gay Hispanic Republican: Anti-Trump Thugs Broke My Nose,Right
35269,The Republican Obama: Trump Raises $100 Million From Small Donors in Less Than Three Months - Breitbart,Right
35296,NYT: Republican Elites Weigh Who Can Save the GOP - Breitbart,Right
35308,Let Me Be Clear: Paul Ryan Refuses 2016 Republican Nomination Race - Breitbart,Right
35310,Ohio University Offers Safe Space for Students Triggered by Republican National Convention - Breitbart,Right
35333,Mitch McConnell: Four Years of Hillary Clinton Enough to Unify Republicans - Breitbart,Left
35403,Harvard Republicans: Donald Trump Is Poisoning Our Children,Left
35460,Brian Williams: Republicans Own the Excitement of the 2016 Race - Breitbart,Right
35587,Hillary Clinton: Republicans Dishonor Constitution by Vowing to Block Scalia Replacement - Breitbart,Neutral
35796,Cruz Pitch To Republican Jewish Coalition: Trumps Nomination ‘A Bloodbath Of Walter Mondale Proportions - Breitbart,Left
35832,OMalley: Many Self-Respecting Republicans Are Not Supporting Trumps Fascist Appeals - Breitbart,Right
35890,AP Poll: 86% of Republicans Think Donald Trump Can Win General Election - Breitbart,Right
35952,Log Cabin Republicans Call for Obama to Say Radical Islam,Left
36159,"Hogan Gidley to Mitt Romney, Never Trumpers: What Have They Given us as Republicans? - Breitbart",Left
36302,"Brand Battle: Hillary Clintons Reputation Down With Democrats, While Trump Gains with Republicans - Breitbart",Right
36339,Republican Establishment Flees Trump over 2005 Comments,Left
36412,Republicans May Be Positioned to Win Filibuster-Proof Senate Majority in 2018 - Breitbart,Right
36476,Establishment Republicans Blast Never-Trumpers for Moral Preening - Breitbart,Right
36501,Caddell Calls Out Stupidity of Republicans in Internet Takeover Debate,Left
36624,Paul Ryan: Vote Republican - Breitbart,Right
36626,Donald Trump and Barack Obama: Proof Republicans and Democrats Live on Different Planets - Breitbart,Neutral
36643,200 House Republicans Give Trump Two Standing Ovations on Capitol Hill - Breitbart,Right
36884,Sununu: Trump Trying to Bully Delegates and Denigrate the Republican Party - Breitbart,Left
36954,Clinton Act of 2016: Republican Bill Banning Foreign Donations,Left
37009,"Bill Otis: Complacency, Forgetfulness, Short-Sightedness Driving Republican Support for Prison Sentence Reform - Breitbart",Left
37077,Pete Hoekstra: Cowardly Republicans Attacking Trump Because Hes an Agent of Change,Left
37121,Speaker of the House Paul Ryan to Meet with Donald Trump About Republican Principles - Breitbart,Right
37143,Rob Maness Goes After Spineless Republicans in Congress Responsible For Allowing Obamas Gun Control To Move Forward - Breitbart,Right
37148,Dan Stein: Trump Has the Best Immigration Policy Team of Any Republican Candidate in History,Right
37165,Rick Perry: At Contested Convention Real Republicans Will Support Ted Cruz - Breitbart,Right
37167,The Final Countdown: Republican Debate Grades - Breitbart,Neutral
37258,Mickey Kaus: Rubio Is the Republican John Edwards - Breitbart,Right
37280,15 Times Renee Ellmers Betrayed Republicans,Left
37355,"Buchanan: A Never Trumper Will Never Be GOP Nominee, Bush Republicanism Is Dead - Breitbart",Right
37365,Kirsten Powers: Hypocrisy For Hillary To Criticize Wealthy Republican Donors While Taking PAC Money - Breitbart,Right
37443,Texas Senator Ted Cruz Urges Conservatives to Vote Straight Republican Ticket - Breitbart,Right
37584,Donald Trump Thanks Republican Delegates for Cheering for Gay Peoples Protection - Breitbart,Right
37773,Breitbart News Daily: Republican Three-Way… Plus Two - Breitbart,Right
37823,Yale College Republicans Resign After Group Endorses Donald Trump - Breitbart,Left
37902,MILO: Its Not Usual for a Republican Candidate to Fill Rooms With People as Young as This - Breitbart,Right
38091,Franken: Voters Should Be Mad At Republicans for Obamacare - Breitbart,Right
38092,Scott Baio: If These Illegals Were Voting Republican Thered Be a 200-Ft Wall Down at the Border - Breitbart,Right
38176,The Republican Strategy Following the Death of Justice Antonin Scalia - Breitbart,Right
38240,Congressional Democrats And Republicans Flock To Cuba With Obama - Breitbart,Neutral
38337,White House: Republican Calls For IRS Commissioner To Resign ‘Ridiculous - Breitbart,Right
38430,Fear and Loathing in Cleveland: Donald Trump Completes Nationalist Populist Takeover Of GOP At Republican National Convention - Breitbart,Right
